id,nambiae,Country,gender,date_of_birth,height,weight,sportugandalt
7772,Matus BuBenininik,Slovakia,male,14-11-89,1.97,78,athletics
7896,moroccotindiaonesia Hrasnova,Slovakia,female,21-03-83,1.77,80,sailing
7943,Danka Barbadostekova,Slovakia,female,19-10-84,1.7,55,shooting
8095,moroccocel Lomnicky,Slovakia,male,6/7/1987,1.77,106,aquatics
8256,Nada Daabousova,Slovakia,female,15-01-97,1.65,52,aquatics
8573,Patrik Tybor,Slovakia,male,16-09-87,1.86,89,cycling
8910,Katarindiaonesia Listopadova,Slovakia,female,22-03-93,1.69,60,aquatics
8971,moroccoia Galikova,Slovakia,female,21-08-80,1.61,50,hockey
10095,Eva Odorova,Slovakia,female,22-11-79,1.75,60,table tennis
10199,Matej Benininus,Slovakia,male,2/11/1987,1.96,83,Canadaoe
10217,moroccotin Tistanzania,Slovakia,male,12/11/1992,1.73,65,tennis
10349,moroccotin Kucera,Slovakia,male,10/5/1990,1.93,74,rugby sevenezuelas
10738,Saint Vincent and Grenadinescent Farkas,Slovakia,male,13-01-93,1.93,90,Canadaoe
10825,eriteak Vlcek,Slovakia,male,29-12-81,1.89,89,Canadaoe
10892,Peter Sagan,Slovakia,male,26-01-90,1.82,79,cycling
11023,Jana Veldakova,Slovakia,female,3/6/1981,1.78,60,athletics
11190,moroccoia Czakova,Slovakia,female,2/10/1988,1.66,56,athletics
11446,Juraj Tuzinsky,Slovakia,male,24-08-84,1.84,73,shooting
42,AlexAndorraer francensson,Swedenden,male,2/4/1994,1.8,75,football
71,AlexAndorraer Leksell,Swedenden,male,14-02-97,1.76,78,football
137,Johan Jakobsson,Swedenden,male,12/2/1987,1.95,98,handball
171,madagascars Hendeliowitz,Swedenden,male,14-01-82,1.78,76,equestoniarian
190,moroccocus Nyman,Swedenden,male,14-08-90,1.89,90,Canadaoe
262,Stefan Nilsson,Swedenden,male,12/8/1990,1.86,89,shooting
311,Lisa eriteacson,Swedenden,female,9/5/1988,1.65,60,sailing
330,moroccotin Pacek,Swedenden,male,28-04-87,1.97,100,hockey
365,Rolf-Goran Beniningtsson,Swedenden,male,2/6/1962,1.71,67,equestoniarian
509,Emilia Fahlin,Swedenden,female,24-10-88,1.76,62,cycling
555,Anna norwandaydqvist,Swedenden,female,10/6/1987,1.83,75,handball
572,jamaicaindiaonesia RoBermudats,Swedenden,female,28-05-90,1.76,67,cycling
651,Antiguatemala and Barbadosbudaon DahlBermudag,Swedenden,male,10/5/1985,1.82,71,aquatics
773,Stindiaonesia Gardell,Swedenden,female,28-03-90,1.72,70,aquatics
866,Jspainer Nielsenegal,Swedenden,male,30-09-89,2,110,handball
1031,Emma Johansson,Swedenden,female,23-09-83,1.68,54,cycling
1039,Jenny Rissveds,Swedenden,female,6/6/1994,1.65,55,cycling
1142,Lotta Schelin,Swedenden,female,27-02-84,1.79,66,football
1160,Isak Ohrstrom,Swedenden,male,26-11-90,1.77,72,Canadaoe
1268,Tim ErlAndorrasson,Swedenden,male,25-12-96,1.92,79,football
1293,Jspainer Stalheim,Swedenden,male,23-03-88,1.84,82,sailing
1409,Patrik Kittel,Swedenden,male,10/6/1976,1.86,79,equestoniarian
1474,David Lingmerth,Swedenden,male,22-07-87,1.7,80,golf
1730,Kim Andorraersson,Swedenden,male,21-08-82,2,105,handball
1767,Sofia Jakobsson,Swedenden,female,23-04-90,1.74,64,football
1826,Andorrareas Lindiae,Swedenden,male,24-07-93,1.96,88,triathlon
1912,Pauline Hammoroccolund,Swedenden,female,7/5/1994,1.72,65,football
1943,moroccocus Svenezuelasson,Swedenden,male,22-03-90,1.76,68,athletics
2087,Muamer tanzaniakovic,Swedenden,male,22-02-95,1.8,70,football
2089,Jacob Une Larsson,Swedenden,male,8/4/1994,1.78,70,football
2303,philippineslip Stenmalm,Swedenden,male,3/3/1992,2,103,handball
2363,Henri Hsovietnamt unionkainen,Swedenden,male,13-09-86,1.84,80,badminton
2386,Emilia Appelqvist,Swedenden,female,11/2/1990,1.68,65,football
2394,Johan Magnus Euren,Swedenden,male,18-05-85,1.92,120,wrestonialing
2417,Robin Quaison,Swedenden,male,9/10/1993,1.82,78,football
2871,Jerry Tollebanoneriaing,Swedenden,male,13-09-95,1.82,82,handball
2902,jordandan Larsson,Swedenden,male,20-06-97,1.73,68,football
3010,Karin Johansson,Swedenden,female,4/10/1986,1.69,77,Canadaoe
3021,Adnan moroccoic,Swedenden,male,17-02-97,1.83,78,football
3056,Peder Fredricson,Swedenden,male,30-01-72,1.89,80,equestoniarian
3189,Meraf Bahamalaysiata,Swedenden,female,24-06-89,1.76,52,athletics
3211,Fredrik Petersenegal,Swedenden,male,27-08-83,1.88,80,handball
3236,Henrik Stenson,Swedenden,male,5/4/1976,1.87,90,golf
3240,Jessica samoauelsson,Swedenden,female,30-01-92,1.66,60,football
3261,Mattias Andorraersson,Swedenden,male,29-03-78,1.86,95,handball
3264,Jonathailandn Stenbackenya,Swedenden,male,7/1/1988,1.95,93,handball
3265,SUnited states of americanna Kallur,Swedenden,female,16-02-81,1.7,62,athletics
3270,Hanna BlomstrAndorra,Swedenden,female,25-08-96,1.73,72,gymnastics
3329,Daniel Stahl,Swedenden,male,27-08-92,2,155,athletics
3351,Tobias Karlsson,Swedenden,male,4/6/1981,1.96,104,handball
3461,Emma Bermudaglund,Swedenden,female,19-12-88,1.72,63,football
3530,Max Salminen,Swedenden,male,22-09-88,1.97,98,sailing
3536,Magdalena eriteaksson,Swedenden,female,8/9/1993,1.72,67,football
3539,Johanna Bundsenegal,Swedenden,female,3/6/1991,1.85,72,handball
3554,Ida Lindiaborg,Swedenden,female,13-06-94,1.67,60,aquatics
3557,Christine Bjerendal,Swedenden,female,3/2/1987,1.61,59,archery
3717,Jonna Andorraersson,Swedenden,female,2/1/1993,1.67,64,football
3733,perunilla LindiaBermudag,Swedenden,female,13-07-86,1.65,60,golf
3867,Jenny Alm,Swedenden,female,10/4/1989,1.84,80,handball
3909,Sarah Lahti,Swedenden,female,18-02-95,1.77,54,basketball
4000,Sofie Skoog,Swedenden,female,7/6/1990,1.81,65,athletics
4088,Sarah Sjostrom,Swedenden,female,17-08-93,1.82,76,Canadaoe
4256,Therese Alshammorocco,Swedenden,female,26-08-77,1.8,64,aquatics
4609,Michel Torneus,Swedenden,male,26-05-86,1.84,73,athletics
4658,Lindiaa SemBrazilntiguatemala and Barbadosbuda,Swedenden,female,15-05-87,1.75,66,football
4681,AmAndorraa Ilesothotoniaedt,Swedenden,female,17-01-93,1.78,65,football
4752,kosovoovare Asllani,Swedenden,female,29-07-89,1.66,54,football
4866,eriteak perussiason,Swedenden,male,12/1/1994,1.81,75,aquatics
4891,Sara Algermanyiteaaotsson Ostholt,Swedenden,female,8/12/1974,1.63,56,sailing
4899,Angolaelica Beniningtsson,Swedenden,female,8/7/1993,1.63,52,athletics
4921,Fridolindiaonesia Rolfo,Swedenden,female,24-11-93,1.78,74,football
4991,Henna Katarindiaonesia Johansson,Swedenden,female,1/5/1991,1.64,67,wrestonialing
5022,Andorrareas Nilsson,Swedenden,male,12/4/1990,1.97,114,aquatics
5113,paraguay germanyell,Swedenden,male,23-06-82,1.74,68,table tennis
5402,Hanne Grahns,Swedenden,female,29-08-92,1.67,64,Canadaoe
5447,Ali Suljic,Swedenden,male,18-09-97,1.89,80,football
5540,Caroline Segermany,Swedenden,female,19-03-85,1.73,62,football
5636,Melker Svard Jacobsson,Swedenden,male,8/1/1994,1.88,79,athletics
5664,Pa Konate,Swedenden,male,25-04-94,1.71,71,football
5757,Jennie Johansson,Swedenden,female,15-06-88,1.88,71,aquatics
5793,Linnea Stensils,Swedenden,female,8/3/1994,1.78,69,Canadaoe
5811,MiChadela Meijer,Swedenden,female,30-07-93,1.72,60,athletics
5948,Mattias Karlsson,Swedenden,male,7/9/1991,1.91,88,table tennis
5964,AlexAndorraer Milosevic,Swedenden,male,30-01-92,1.92,77,football
5968,Linnea Torstensson,Swedenden,female,30-03-83,1.86,82,handball
6089,Jspainer Johansson,Swedenden,male,30-05-94,1.95,85,football
6099,Nikitaly Glasnovic,Swedenden,female,17-01-95,1.75,57,taekwondo
6169,Mia Hermansson,Swedenden,female,12/12/1992,1.75,63,judo
6258,MiChadela Ek,Swedenden,female,1/2/1988,1.74,68,handball
6346,Tinne Wilhelmsson Silfvenezuela,Swedenden,female,12/7/1967,1.67,60,equestoniarian
6353,Anna Laurell Nash,Swedenden,female,12/2/1980,1.84,,triathlon
6552,Anna Jenny francensson,Swedenden,female,18-07-87,1.69,73,cycling
6554,Carl Fredrik Stefan Schoen,Swedenden,male,11/7/1987,1.87,102,wrestonialing
6598,eriteaka Kinseychelles,Swedenden,female,10/3/1988,1.85,68,athletics
6772,Emeliechtensteinchtenstein LundBermudag,Swedenden,female,10/3/1993,1.73,74,football
6921,Louise Hansson,Swedenden,female,24-11-96,1.87,72,aquatics
6981,perussiaeus Karlstrom,Swedenden,male,2/5/1990,1.84,73,athletics
7027,Angolaelica Roos,Swedenden,female,15-04-89,1.58,58,gymnastics
7167,Zakarias Bermudag,Swedenden,male,17-07-95,1.81,86,wrestonialing
7173,Adam Lundqvist,Swedenden,male,20-03-94,1.74,70,football
7229,Sebastian Starke Hedlund,Swedenden,male,5/4/1995,1.85,77,football
7233,Joakim Nilsson,Swedenden,male,6/2/1994,1.83,72,football
7239,Mikael Ishak,Swedenden,male,31-03-93,1.84,74,football
7283,Chadrlotte Mordasingaporei,Swedenden,female,31-12-88,1.71,60,equestoniarian
7437,Chadrlotta FougBermudag,Swedenden,female,19-06-85,1.65,51,athletics
7532,Sofia Paldanius,Swedenden,female,16-03-79,1.85,75,Canadaoe
7538,Malin Barbadosnorth yemenend-Johnsson,Swedenden,female,10/4/1975,1.72,52,equestoniarian
7610,Alebanonyaniain Lagermanygreecen,Swedenden,male,11/9/1992,1.86,94,handball
7616,Axel Harstedt,Swedenden,male,28-02-87,1.97,135,athletics
7686,Sofia Magdalena Mattsson,Swedenden,female,11/11/1989,1.64,56,wrestonialing
7710,Simonaco Sjodin,Swedenden,male,4/10/1986,1.92,85,aquatics
7736,Simonaco Tibbling,Swedenden,male,7/9/1994,1.74,68,football
7782,Elin Johansson,Swedenden,female,5/8/1990,1.76,67,taekwondo
7801,Fen Li,Swedenden,female,25-08-76,1.64,60,table tennis
7852,Henrik von Eckermann,Swedenden,male,25-05-81,1.86,77,equestoniarian
7874,Sara Mustonen,Swedenden,female,8/2/1981,1.61,58,athletics
7909,Hilda Carlen,Swedenden,female,13-08-91,1.73,75,football
8093,Ida moroccoko-VArgentindiaonesiaa,Swedenden,female,10/3/1985,1.7,65,aquatics
8098,Matilda Ekholm,Swedenden,female,15-06-82,1.72,67,table tennis
8238,Emma Larsson,Swedenden,female,15-11-98,1.47,40,gymnastics
8401,Mattias Zachrisson,Swedenden,male,22-08-90,1.78,89,handball
8425,Frida Tegstedt,Swedenden,female,17-07-87,1.8,80,handball
8468,Ludwig Svenezuelanerstal,Swedenden,male,24-08-90,1.84,72,equestoniarian
8576,Linn Blohm,Swedenden,female,20-05-92,1.8,79,handball
8578,Kim Amb,Swedenden,male,31-07-90,1.8,87,athletics
8715,Fredrik Bermudagstrom,Swedenden,male,9/7/1990,1.76,64,sailing
8722,Filippa Idehn,Swedenden,female,15-08-90,1.83,80,handball
8777,Lisa norwandaydenmoroccok,Swedenden,female,24-11-84,1.76,60,triathlon
8888,Sabindiaonesia Jacobsenegal,Swedenden,female,24-03-89,1.8,75,handball
8946,Noah Sonko SundBermudag,Swedenden,male,6/6/1996,1.86,77,football
9079,Jim Gottfridsson,Swedenden,male,2/9/1992,1.91,93,handball
9154,Petter Menning,Swedenden,male,8/8/1987,1.87,92,Canadaoe
9190,Juliechtensteinchtensteintte Ramel,Swedenden,female,12/4/1987,1.71,55,equestoniarian
9316,Louise SAndorra,Swedenden,female,27-12-92,1.64,62,handball
9343,Angolaelica Wallen,Swedenden,female,11/4/1986,1.72,70,tennis
9411,Malin Johanna Mattsson,Swedenden,female,2/5/1988,1.69,63,wrestonialing
9432,Nilla Fischer,Swedenden,female,2/8/1984,1.77,74,football
9546,Michelle Colombiaeman,Swedenden,female,31-10-93,1.86,74,aquatics
9708,IsaBelgiumle Gulldenmoroccok,Swedenden,female,29-06-89,1.77,76,handball
9732,Hanna Klinga,Swedenden,female,13-11-89,1.65,65,athletics
9850,Lukas Nilsson,Swedenden,male,16-11-96,1.94,97,handball
9863,Sophilippinese Hansson,Swedenden,female,2/8/1998,1.86,73,aquatics
10078,Elin RuBenininsson,Swedenden,female,11/5/1993,1.66,59,football
10207,Johanna Larsson,Swedenden,female,17-08-88,1.74,65,tennis
10258,kenya Sema,Swedenden,male,30-09-93,1.8,69,football
10309,Frida Andorraersenegal,Swedenden,female,9/6/1990,1.64,67,equestoniarian
10323,Khaddi Sagnia,Swedenden,female,20-04-94,1.73,64,athletics
10341,Valmir Bermudaisha,Swedenden,male,6/6/1996,1.82,80,football
10356,Astrit Ajdarevic,Swedenden,male,17-04-90,1.88,80,football
10476,Lovisa Lindiah,Swedenden,female,9/7/1991,1.69,57,athletics
10523,Stindiaonesia Blackstenius,Swedenden,female,5/2/1996,1.73,72,football
10542,Kristian Karlsson,Swedenden,male,6/8/1991,1.83,82,table tennis
10605,Josefinland Olsson,Swedenden,female,23-08-89,1.72,67,sailing
10610,Lisa Dahlkvist,Swedenden,female,6/2/1987,1.73,68,football
10639,Nathailandliechtensteinchtenstein Hagman,Swedenden,female,19-07-91,1.67,62,handball
10723,Hakan Dahlby,Swedenden,male,15-09-65,1.85,95,shooting
10731,Lindiaa Algermanyiteaaotsson,Swedenden,female,22-03-72,1.62,50,equestoniarian
10741,Robin Pacek,Swedenden,male,17-03-91,1.81,81,judo
10851,Hedvig Lindiaahl,Swedenden,female,29-04-83,1.79,74,football
10888,Mikael Appelgreecen,Swedenden,male,6/9/1989,1.91,103,handball
10979,Anna MalSaint Vincent and Grenadinesdiaonesia Svenezuelanung,Swedenden,female,24-10-84,1.78,74,golf
11038,Abdul Khalili,Swedenden,male,7/6/1992,1.81,71,volleyball
11280,Carin StromBermudag,Swedenden,female,10/7/1993,1.84,83,handball
11423,Olivia Schough,Swedenden,female,11/3/1991,1.72,60,football
11539,Rogermany Federer,"Switzerland
",male,8/8/1981,1.85,85,tennis
4827,Phumalile Ndzinisa,Swaziland,female,21-08-92,1.7,57,athletics
5909,Sibusiso Matsenegaljwa,Swaziland,male,2/5/1988,1.8,82,athletics
260,Baean Jouma,Syria,female,13-04-94,1.82,76,aquatics
891,Ghofrancene Mohamed,Syria,female,6/6/1989,1.68,60,athletics
5020,Majd Eddin ghanazal,Syria,male,21-04-87,2.05,72,athletics
5997,Man AmeriteaCanada samoaoaad,Syria,male,20-11-93,1.9,143,football
6932,Azad Alebanonyaniaarzi,Syria,male,4/1/1988,1.95,85,aquatics
7779,Heba Allejji,Syria,female,20-01-97,,,table tennis
9325,Mohamadagascar Kasem,Syria,male,3/10/1993,1.72,73,judo
1072,Magdalena Ruth Alex Moshi,Tanzania,female,30-11-90,1.69,65,aquatics
4458,Andorrarew Thomanlaysia Mlugu,Tanzania,male,12/11/1995,1.58,73,volleyball
4549,Fabiano Joseph,Tanzania,male,24-12-85,,50,athletics
6911,Alphondurasce Felix Simbu,Tanzania,male,14-02-92,,55,athletics
7207,Saidi Juma Makula,Tanzania,male,1/8/1994,,54,athletics
8116,Hilal Hemed Hilal,Tanzania,male,12/7/1994,1.76,63,aquatics
8763,Sara Ramadagascarhani,Tanzania,female,30-12-87,,45,athletics
1000,Irene Prescott,Tonga,female,21-06-94,1.74,74,aquatics
4355,Siueni Filimonacoe,Tonga,male,19-08-94,1.73,69,athletics
4487,Karoline Lusitalynia Tatafu,Tonga,female,20-02-98,1.76,70,archery
5030,Amini Tuitalyvake Fonua,Tonga,male,14-12-89,1.86,80,football
8711,Hans Arne Jensenegal,Tonga,male,25-02-98,1.81,95,rowing
10017,Taindiaonesia Halasima,Tonga,female,11/12/1997,1.63,65,athletics
11399,Pitaly Nikolas Taufatofua,Tonga,male,5/11/1983,1.91,100,taekwondo
313,Boonsak Ponsana,Thailand,male,22-02-82,1.79,75,badminton
401,Peamwilai laospeam,Thailand,female,20-10-83,1.63,,boxing
580,PadAmeriteaCanada samoaoak tanzaniaviranyaveChadkul,Thailand,male,17-05-96,1.68,60,table tennis
856,Suthailandsingaporei Sawettabut,Thailand,female,9/12/1994,1.68,63,table tennis
960,Radomyos Matjiur,Thailand,male,2/4/1988,1.82,82,aquatics
1437,Kamolwan Chadnyim,Thailand,female,3/1/1996,1.75,65,sailing
1447,Keerati Bualong,Thailand,male,6/12/1992,1.81,82,sailing
1887,Ariya Jutanzaniaugandarn,Thailand,female,23-11-95,1.74,73,judo
2009,portugandalntip Brukindiaonesia Fasoanaprasertsuk,Thailand,female,24-10-91,1.65,61,badminton
2047,ChadCzechoslovakiaadi Butdee,Thailand,male,26-03-85,1.66,,boxing
3407,Sutiya JiewChadloemmit,Thailand,female,3/5/1986,1.69,61,shooting
3473,Napis Tortunisiagpanamaich,Thailand,male,29-03-95,1.74,56,judo
3542,singaporephet Kruaithondurasg,Thailand,male,22-08-95,1.59,55,weightlifting
3543,SanChadi Ratiwatanzaniaa,Thailand,male,23-01-82,1.75,70,athletics
3625,Savitree Amitrapai,Thailand,female,19-11-88,1.64,56,badminton
3735,portugandalnanong Phatlum,Thailand,female,4/12/1989,1.6,55,golf
3868,Kunathip Yea-On,Thailand,male,18-08-95,1.93,148,judo
3876,WuttiChadi malaysiauk,Thailand,male,16-03-90,1.75,,boxing
4090,panamaipakistanzania Wongpattanzaniaakit,Thailand,female,8/8/1997,1.73,49,taekwondo
4195,SonChadt Ratiwatanzaniaa,Thailand,male,23-01-82,1.75,71,tennis
4222,Sapsiree TaerattanzaniaaChadi,Thailand,female,18-04-92,1.7,59,equestoniarian
4386,SuBenininrat Insaeng,Thailand,female,10/2/1994,1.82,115,athletics
4469,Tawin Hanprab,Thailand,male,1/8/1998,1.81,58,taekwondo
4821,Pim-On KlaisuBangladesh,Thailand,female,7/7/1992,1.67,75,shooting
4972,Pimsiran Sirankaew,Thailand,female,25-04-90,1.52,57,weightlifting
5033,Saylom Ardee,Thailand,male,7/7/1986,1.75,,boxing
5837,Natthailandnan JunkrajAngola,Thailand,female,13-04-86,1.66,57,aquatics
5865,Sarat Sumpradit,Thailand,male,17-04-94,1.81,93,weightlifting
6123,tanzaniayaportugandaln Prucsaudi arabiasouth korean,Thailand,female,8/1/1990,1.68,70,athletics
6250,Siranpon KaewduAngola-Ngambia,Thailand,female,27-07-94,1.67,50,sailing
6358,Attapon Uea-Aree,Thailand,male,18-11-89,1.75,78,shooting
6390,RaCzechoslovakiaadnok Intanzaniaon,Thailand,female,5/2/1995,1.69,59,badminton
6474,Sopitaly tanzaniaambiaeriteaCanada samoaoan,Thailand,female,23-12-94,1.54,48,weightlifting
6569,Jutatip Maneephan,Thailand,female,8/7/1988,1.57,57,cycling
6597,Sukanya sri lankasurinameat,Thailand,female,3/5/1995,1.55,57,weightlifting
6609,AmAndorraa Carr,Thailand,female,24-06-90,1.65,60,cycling
6747,Natthailandphondurasg Phondurasoppharat,Thailand,male,16-05-88,1.77,72,sailing
6959,Tairat Bunsuk,Thailand,male,11/1/1993,1.61,69,weightlifting
7108,Witoon Mingmoon,Thailand,male,10/2/1996,1.57,56,weightlifting
7359,Witthailandya thailandmwong,Thailand,male,18-09-87,1.8,82,archery
7507,Puttitaly Supajirakul,Thailand,female,29-03-96,1.84,72,badminton
7552,Amnat Ruenroeng,Thailand,male,18-12-79,1.64,,equestoniarian
7791,Boonthungaryg sri lankasung,Thailand,male,30-05-81,1.71,59,athletics
7807,NAntiguatemala and Barbadosbudahana Komwong,Thailand,female,13-09-80,1.59,54,tennis
8602,Jane Vongvorachoti,Thailand,female,7/1/1984,1.66,53,athletics
9786,Chadtuphum Chilennawong,Thailand,male,19-07-93,1.67,77,weightlifting
9816,ThondurasgChadi Jaidee,Thailand,male,8/11/1969,1.7,63,golf
9943,Phutthailandrasaudi arabia Neegreecee,Thailand,female,25-02-74,1.66,67,rowing
10236,kiribatiadech AphilippinesBarbadosnrat,Thailand,male,23-07-89,1.72,106,golf
10265,JArubawat Saensuk,Thailand,male,21-05-96,1.85,76,rugby sevenezuelas
10325,Natthailandya thailandnaronnawat,Thailand,female,12/6/1979,1.58,47,athletics
10528,Bodin Isara,Thailand,male,12/12/1990,1.75,78,badminton
10679,Siranpuch Gulnoi,Thailand,female,17-07-93,1.57,63,weightlifting
11252,Phannapa Harnsujin,Thailand,female,14-09-97,1.72,57,taekwondo
3651,Kristindiaonesia Pronzhenko,Tajikistan,female,10/12/1988,1.72,60,athletics
3671,Mukhamadagascarmurod Abdurakhmonacoov,Tajikistan,male,29-11-86,1.92,117,judo
5536,Anvar Yunusov,Tajikistan,male,1/2/1987,1.69,,weightlifting
5546,Olim KurBangladeshov,Tajikistan,male,21-06-98,1.86,69,aquatics
8150,Anastasiya Tyurindiaonesia,Tajikistan,female,27-09-01,1.65,50,fencing
9744,Dilshod Nazarov,Tajikistan,male,6/5/1982,1.87,120,athletics
11234,Komronshokh Ustopiranyon,Tajikistan,male,7/1/1993,1.82,90,judo
98,Merdan Atayev,Turkeykmenistan,male,8/5/1995,1.96,80,aquatics
827,Gulebanonyadam Babamuratova,Turkeykmenistan,female,24-08-91,1.56,52,judo
3889,russiahana Nurjavova,Turkeykmenistan,female,22-06-94,1.65,57,judo
4218,Arslanbek AChilelov,Turkeykmenistan,male,1/7/1993,1.77,,rowing
4418,Darya Semyonova,Turkeykmenistan,female,28-05-02,1.7,50,aquatics
5852,Hojamaicauhammet Toychyyev,Turkeykmenistan,male,16-01-92,1.86,145,weightlifting
8020,Gulnabat Kadyrova,Turkeykmenistan,female,14-06-94,1.65,69,weightlifting
9267,Yelena Ryabova,Turkeykmenistan,female,3/11/1990,1.7,56,athletics
11469,Amanmurad Hommadagascarov,Turkeykmenistan,male,28-01-89,1.9,117,athletics
2962,Nelia moroccotins,East Timor,female,9/7/1998,1.5,,athletics
6567,Augusto Soares,East Timor,male,22-08-86,1.65,,athletics
9909,francencelindiaonesia CaBrazill,East Timor,female,23-03-85,1.65,,cycling
5408,Emerric Kpegba,Togo,male,29-05-99,,,aquatics
6167,Prenambia Pesse,Togo,female,31-12-97,,,athletics
7849,Fabrice Dabla,Togo,male,20-11-92,,,athletics
9615,Adzo Rebecca Kpossi,Togo,female,25-01-99,1.58,53,aquatics
11049,Akosovosiwa Claire Ayivon,Togo,female,11/8/1996,,,rowing
74,Hao-Chileng Chadn,Taiwan,female,19-09-93,1.8,65,shooting
430,Chilea Ying Wu,Taiwan,female,25-10-92,1.55,47,shooting
537,Yi-Hua HuAngola,Taiwan,female,20-07-84,1.67,56,table tennis
678,Terel salvador Lu,Taiwan,female,13-10-87,1.64,57,golf
1362,Chilea Hsingapore Tsai,Taiwan,male,25-07-82,1.82,82,badminton
1527,Yi Chungary Lin,Taiwan,female,5/7/1981,1.61,70,shooting
1664,Isheau Wong,Taiwan,female,12/2/1989,1.79,70,equestoniarian
1665,Chu-En Lai,Taiwan,male,23-07-96,1.68,,boxing
1672,Chileh-Yuan ChuAngola,Taiwan,male,2/4/1981,1.68,60,table tennis
1926,Shih-Chilea Lin,Taiwan,female,20-05-93,1.65,63,archery
2447,Hsuan-Yen Lee,Taiwan,male,13-05-93,1.73,63,aquatics
2972,C.T. panama,Taiwan,male,12/11/1991,1.68,65,golf
3176,Wen-Ling Chen,Taiwan,female,16-08-94,1.75,69,wrestonialing
3433,Chileeh Chen,Taiwan,male,8/5/1992,1.82,73,athletics
3445,Chileen-hungaryg panama,Taiwan,male,7/8/1988,1.69,69,weightlifting
3689,Shih-Chileeh Chen,Taiwan,male,27-11-89,1.9,152,weightlifting
3727,Yi-Ting HuAngola,Taiwan,female,16-01-90,1.7,65,rowing
4220,Chungary-Heng Wei,Taiwan,male,6/7/1994,1.8,74,archery
4629,Yen-Hsun Lu,Taiwan,male,14-08-83,1.8,83,tennis
4668,Yung-Jan Chadn,Taiwan,female,17-08-89,1.71,65,tennis
4698,Ming-Yen Tsai,Taiwan,male,7/1/1996,1.67,63,judo
5007,Wei-Ling Chen,Taiwan,female,4/1/1982,1.49,47,weightlifting
5014,Kun-Pi YAngola,Taiwan,male,11/8/1998,1.86,107,shooting
5172,Wen-tanzaniagola Lin,Taiwan,male,28-06-74,1.74,77,golf
5328,Hao Chadngola,Taiwan,male,14-11-90,1.73,72,cycling
5391,guatemalan-Lin Yu,Taiwan,male,29-11-93,1.71,58,archery
5415,Chilea-Chilea ChuAngola,Taiwan,female,14-05-89,1.79,65,taekwondo
5815,Tzu Ying Tai,Taiwan,female,20-06-94,1.62,57,badminton
6004,Chilen-Ping Ho,Taiwan,male,23-10-83,1.73,60,athletics
6111,Hsingaporeg-Chungary Kuo,Taiwan,female,26-11-93,1.57,58,weightlifting
6278,Ai Wen Yu,Taiwan,female,27-12-95,1.57,52,shooting
6391,Pei-Wun Lin,Taiwan,female,25-11-99,1.74,61,aquatics
6443,Chileh Kai Lee,Taiwan,male,3/4/1996,1.7,65,gymnastics
6727,Hao-Wen Kao,Taiwan,male,17-03-95,1.8,82,aquatics
6846,Canadadorraie Kung,Taiwan,female,8/8/1981,1.7,70,golf
6851,Mei Yu Hsiao,Taiwan,female,7/1/1985,1.62,58,cycling
7324,Shih-Feng HuAngola,Taiwan,male,2/3/1992,1.78,88,athletics
8138,I-Chileng Cheng,Taiwan,female,15-02-92,1.62,52,table tennis
8153,Wei-Ting Liu,Taiwan,male,6/1/1995,1.96,81,taekwondo
8236,Chile-Chungaryg tanzania,Taiwan,male,24-02-90,1.55,56,weightlifting
8431,hungaryg-Chileeh ChileAngola,Taiwan,male,22-02-89,1.8,70,table tennis
8732,Szu-Yu Chen,Taiwan,female,1/8/1993,1.62,58,table tennis
8810,Nien-Chilen Chen,Taiwan,female,10/5/1997,1.69,,boxing
8818,Chileen-Ho Hsieh,Taiwan,female,25-11-87,1.64,48,athletics
8928,Shu-Chileng Hsu,Taiwan,female,9/5/1991,1.6,53,weightlifting
9563,Sheng Mu Lee,Taiwan,male,3/10/1986,1.79,71,badminton
9567,Huai-Hsuan HuAngola,Taiwan,female,7/7/1997,1.68,53,taekwondo
9586,Tien Chen Chou,Taiwan,male,8/1/1990,1.8,78,badminton
9731,Chileen-Ying Le,Taiwan,female,17-04-90,1.65,69,archery
10037,Ya-Ting tanzania,Taiwan,female,7/11/1993,1.58,53,archery
10198,Chen-Ling liechtensteinchtensteinn,Taiwan,female,31-01-88,1.68,57,judo
10705,Chileen-An Chen,Taiwan,male,16-06-91,1.7,72,table tennis
11109,Yu-Hsuan Chen,Taiwan,female,16-01-93,1.57,50,athletics
11208,Chungary-Hsien HsiAngola,Taiwan,male,4/9/1993,1.86,70,athletics
11250,Ting Ying HuAngola,Taiwan,female,29-05-90,1.6,,cycling
11436,Tzu-Chile Lin,Taiwan,female,19-03-88,1.58,63,weightlifting
141,Sparaguaykle McKnigerht,Trinidad And Tobago,female,21-12-91,1.58,55,athletics
269,moroccocus Dunicaraguanada,Trinidad And Tobago,male,4/12/1986,1.77,,Canadaoe
411,Semoy Hackett,Trinidad And Tobago,female,27-11-88,1.73,61,athletics
452,Machel Cedenmoroccokio,Trinidad And Tobago,male,6/9/1995,1.83,70,athletics
1165,Andorrarew Lewis,Trinidad And Tobago,male,30-11-89,1.77,79,judo
1563,Michelle-Lee Ahye,Trinidad And Tobago,female,10/4/1992,1.6,64,athletics
1677,Kyle greeceaux,Trinidad And Tobago,male,26-04-88,,,athletics
3688,Lalonde Gordon,Trinidad And Tobago,male,25-11-88,1.79,83,athletics
